SiteID,FxiletID,Name,Criticality,RelevantComputerCount
1,5012170246,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170246 (x64),Low,14
1,5012170247,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170247 (x64),Critical,40
1,5012170248,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170248 (x64),Moderate,97
1,5012170249,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170249 (x64),Critical,58
1,5012170250,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170250 (x64),Low,4
1,5012170251,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170251 (x64),Moderate,76
1,5012170252,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170252 (x64),Critical,23
1,5012170253,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170253 (x64),Critical,64
1,5012170254,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170254 (x64),Low,97
1,5012170255,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170255 (x64),Low,28
1,5012170256,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170256 (x64),Critical,48
1,5012170257,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170257 (x64),Low,18
1,5012170258,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170258 (x64),Low,98
1,5012170259,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170259 (x64),Moderate,7
1,5012170260,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170260 (x64),Low,95
1,5012170261,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170261 (x64),Low,95
1,5012170262,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170262 (x64),Moderate,24
1,5012170263,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170263 (x64),Important,93
1,5012170264,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170264 (x64),Important,80
1,5012170265,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170265 (x64),Critical,83
1,5012170266,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170266 (x64),Important,48
1,5012170267,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170267 (x64),Low,75
1,5012170268,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170268 (x64),Moderate,82
1,5012170269,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170269 (x64),Important,76
1,5012170270,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170270 (x64),Low,91
1,5012170271,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170271 (x64),Moderate,11
1,5012170272,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170272 (x64),Important,17
1,5012170273,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170273 (x64),Critical,24
1,5012170274,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170274 (x64),Important,16
1,5012170275,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170275 (x64),Critical,20
1,5012170276,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170276 (x64),Low,14
1,5012170277,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170277 (x64),Critical,30
1,5012170278,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170278 (x64),Low,22
1,5012170279,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170279 (x64),Important,99
1,5012170280,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170280 (x64),Critical,72
1,5012170281,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170281 (x64),Moderate,73
1,5012170282,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170282 (x64),Low,87
1,5012170283,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170283 (x64),Moderate,19
1,5012170284,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170284 (x64),Important,68
1,5012170285,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170285 (x64),Critical,55
1,5012170286,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170286 (x64),Critical,99
1,5012170287,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170287 (x64),Low,93
1,5012170288,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170288 (x64),Important,4
1,5012170289,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170289 (x64),Moderate,17
1,5012170290,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170290 (x64),Important,74
1,5012170291,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170291 (x64),Low,40
1,5012170292,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170292 (x64),Low,53
1,5012170293,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170293 (x64),Important,96
1,5012170294,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170294 (x64),Low,37
1,5012170295,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170295 (x64),Critical,43
1,5012170296,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170296 (x64),Moderate,48
1,5012170297,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170297 (x64),Important,30
1,5012170298,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170298 (x64),Moderate,41
1,5012170299,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170299 (x64),Important,41
1,5012170300,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170300 (x64),Low,72
1,5012170301,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170301 (x64),Low,10
1,5012170302,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170302 (x64),Important,80
1,5012170303,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170303 (x64),Critical,25
1,5012170304,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170304 (x64),Important,64
1,5012170305,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170305 (x64),Important,25
1,5012170306,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170306 (x64),Moderate,24
1,5012170307,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170307 (x64),Moderate,30
1,5012170308,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170308 (x64),Low,82
1,5012170309,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170309 (x64),Moderate,82
1,5012170310,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170310 (x64),Critical,37
1,5012170311,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170311 (x64),Important,72
1,5012170312,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170312 (x64),Moderate,71
1,5012170313,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170313 (x64),Important,68
1,5012170314,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170314 (x64),Critical,44
1,5012170315,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170315 (x64),Important,45
1,5012170316,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170316 (x64),Moderate,74
1,5012170317,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170317 (x64),Critical,37
1,5012170318,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170318 (x64),Critical,54
1,5012170319,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170319 (x64),Important,65
1,5012170320,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170320 (x64),Low,66
1,5012170321,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170321 (x64),Critical,15
1,5012170322,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170322 (x64),Critical,60
1,5012170323,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170323 (x64),Moderate,1
1,5012170324,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170324 (x64),Critical,1
1,5012170325,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170325 (x64),Important,78
1,5012170326,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170326 (x64),Moderate,68
1,5012170327,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170327 (x64),Low,75
1,5012170328,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170328 (x64),Critical,24
1,5012170329,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170329 (x64),Moderate,13
1,5012170330,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170330 (x64),Critical,34
1,5012170331,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170331 (x64),Moderate,96
1,5012170332,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170332 (x64),Important,98
1,5012170333,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170333 (x64),Critical,61
1,5012170334,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170334 (x64),Moderate,50
1,5012170335,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170335 (x64),Moderate,58
1,5012170336,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170336 (x64),Low,71
1,5012170337,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170337 (x64),Critical,29
1,5012170338,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170338 (x64),Low,93
1,5012170339,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170339 (x64),Important,61
1,5012170340,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170340 (x64),Important,19
1,5012170341,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170341 (x64),Low,25
1,5012170342,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170342 (x64),Critical,31
1,5012170343,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170343 (x64),Low,70
1,5012170344,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170344 (x64),Low,67
1,5012170345,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170345 (x64),Moderate,48
1,5012170346,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170346 (x64),Low,79
1,5012170347,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170347 (x64),Moderate,37
1,5012170348,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170348 (x64),Critical,96
1,5012170349,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170349 (x64),Important,41
1,5012170350,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170350 (x64),Critical,79
1,5012170351,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170351 (x64),Critical,39
1,5012170352,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170352 (x64),Important,86
1,5012170353,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170353 (x64),Moderate,67
1,5012170354,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170354 (x64),Low,33
1,5012170355,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170355 (x64),Critical,21
1,5012170356,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170356 (x64),Moderate,90
1,5012170357,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170357 (x64),Critical,1
1,5012170358,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170358 (x64),Critical,91
1,5012170359,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170359 (x64),Critical,30
1,5012170360,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170360 (x64),Moderate,71
1,5012170361,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170361 (x64),Low,21
1,5012170362,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170362 (x64),Critical,55
1,5012170363,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170363 (x64),Important,9
1,5012170364,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170364 (x64),Moderate,93
1,5012170365,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170365 (x64),Important,16
1,5012170366,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170366 (x64),Moderate,92
1,5012170367,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170367 (x64),Critical,12
1,5012170368,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170368 (x64),Moderate,69
1,5012170369,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170369 (x64),Moderate,97
1,5012170370,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170370 (x64),Important,29
1,5012170371,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170371 (x64),Low,88
1,5012170372,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170372 (x64),Critical,71
1,5012170373,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170373 (x64),Moderate,90
1,5012170374,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170374 (x64),Critical,70
1,5012170375,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170375 (x64),Low,100
1,5012170376,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170376 (x64),Critical,81
1,5012170377,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170377 (x64),Moderate,79
1,5012170378,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170378 (x64),Moderate,80
1,5012170379,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170379 (x64),Moderate,45
1,5012170380,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170380 (x64),Low,81
1,5012170381,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170381 (x64),Important,49
1,5012170382,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170382 (x64),Moderate,44
1,5012170383,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170383 (x64),Critical,39
1,5012170384,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170384 (x64),Critical,28
1,5012170385,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170385 (x64),Low,21
1,5012170386,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170386 (x64),Important,93
1,5012170387,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170387 (x64),Important,61
1,5012170388,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170388 (x64),Low,25
1,5012170389,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170389 (x64),Moderate,50
1,5012170390,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170390 (x64),Critical,54
1,5012170391,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170391 (x64),Moderate,21
1,5012170392,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170392 (x64),Moderate,65
1,5012170393,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170393 (x64),Critical,97
1,5012170394,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170394 (x64),Low,86
1,5012170395,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170395 (x64),Important,19
1,5012170396,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170396 (x64),Critical,96
1,5012170397,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170397 (x64),Critical,72
1,5012170398,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170398 (x64),Important,50
1,5012170399,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170399 (x64),Critical,92
1,5012170400,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170400 (x64),Critical,97
1,5012170401,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170401 (x64),Important,86
1,5012170402,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170402 (x64),Moderate,10
1,5012170403,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170403 (x64),Important,89
1,5012170404,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170404 (x64),Important,10
1,5012170405,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170405 (x64),Important,88
1,5012170406,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170406 (x64),Important,16
1,5012170407,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170407 (x64),Low,7
1,5012170408,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170408 (x64),Important,52
1,5012170409,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170409 (x64),Moderate,83
1,5012170410,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170410 (x64),Important,48
1,5012170411,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170411 (x64),Critical,20
1,5012170412,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170412 (x64),Moderate,58
1,5012170413,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170413 (x64),Low,70
1,5012170414,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170414 (x64),Low,75
1,5012170415,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170415 (x64),Critical,97
1,5012170416,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170416 (x64),Critical,61
1,5012170417,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170417 (x64),Critical,68
1,5012170418,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170418 (x64),Moderate,91
1,5012170419,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170419 (x64),Moderate,55
1,5012170420,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170420 (x64),Low,47
1,5012170421,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170421 (x64),Important,82
1,5012170422,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170422 (x64),Low,77
1,5012170423,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170423 (x64),Moderate,7
1,5012170424,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170424 (x64),Critical,43
1,5012170425,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170425 (x64),Critical,21
1,5012170426,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170426 (x64),Moderate,29
1,5012170427,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170427 (x64),Moderate,55
1,5012170428,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170428 (x64),Important,34
1,5012170429,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170429 (x64),Critical,56
1,5012170430,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170430 (x64),Moderate,37
1,5012170431,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170431 (x64),Critical,14
1,5012170432,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170432 (x64),Critical,45
1,5012170433,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170433 (x64),Important,69
1,5012170434,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170434 (x64),Important,77
1,5012170435,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170435 (x64),Moderate,92
1,5012170436,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170436 (x64),Low,18
1,5012170437,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170437 (x64),Moderate,77
1,5012170438,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170438 (x64),Low,13
1,5012170439,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170439 (x64),Moderate,78
1,5012170440,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170440 (x64),Important,28
1,5012170441,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170441 (x64),Important,90
1,5012170442,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170442 (x64),Low,55
1,5012170443,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170443 (x64),Moderate,48
1,5012170444,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170444 (x64),Critical,97
1,5012170445,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170445 (x64),Important,39
1,5012170446,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170446 (x64),Important,20
1,5012170447,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170447 (x64),Moderate,100
1,5012170448,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170448 (x64),Critical,79
1,5012170449,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170449 (x64),Critical,80
1,5012170450,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170450 (x64),Moderate,63
1,5012170451,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170451 (x64),Low,40
1,5012170452,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170452 (x64),Important,54
1,5012170453,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170453 (x64),Low,42
1,5012170454,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170454 (x64),Moderate,87
1,5012170455,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170455 (x64),Important,61
1,5012170456,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170456 (x64),Important,82
1,5012170457,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170457 (x64),Critical,87
1,5012170458,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170458 (x64),Moderate,54
1,5012170459,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170459 (x64),Moderate,14
1,5012170460,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170460 (x64),Critical,99
1,5012170461,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170461 (x64),Important,6
1,5012170462,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170462 (x64),Moderate,34
1,5012170463,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170463 (x64),Important,68
1,5012170464,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170464 (x64),Important,89
1,5012170465,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170465 (x64),Important,52
1,5012170466,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170466 (x64),Low,57
1,5012170467,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170467 (x64),Moderate,18
1,5012170468,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170468 (x64),Important,25
1,5012170469,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170469 (x64),Important,42
1,5012170470,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170470 (x64),Critical,14
1,5012170471,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170471 (x64),Important,2
1,5012170472,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170472 (x64),Low,61
1,5012170473,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170473 (x64),Important,16
1,5012170474,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170474 (x64),Moderate,75
1,5012170475,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170475 (x64),Moderate,77
1,5012170476,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170476 (x64),Low,40
1,5012170477,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170477 (x64),Important,73
1,5012170478,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170478 (x64),Important,85
1,5012170479,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170479 (x64),Moderate,98
1,5012170480,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170480 (x64),Moderate,56
1,5012170481,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170481 (x64),Important,57
1,5012170482,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170482 (x64),Important,41
1,5012170483,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170483 (x64),Important,75
1,5012170484,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170484 (x64),Low,93
1,5012170485,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170485 (x64),Important,15
1,5012170486,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170486 (x64),Important,19
1,5012170487,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170487 (x64),Low,27
1,5012170488,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170488 (x64),Important,61
1,5012170489,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170489 (x64),Critical,3
1,5012170490,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170490 (x64),Moderate,62
1,5012170491,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170491 (x64),Critical,23
